# Magnus solar model B23-GS98
#
# Reference:  Y. Herrera and A. Serenelli, "Standard Solar Models B23 / SF-III", Zenodo, v1.2 (2023), doi:10.5281/zenodo.10822316; solar composition Grevesse & Sauval (1998), Space Sci. Rev., 85, 161
# Source:     https://zenodo.org/records/10822316/files/SolarModels_ICE2023_v1.2.zip
# Original:   SolarModels/struct+nu_SF3_GS98.dat
# Retrieved:  2026-09-23
# SHA-256:    382037d76ed35c9b50a4094d3ada3c90284af025c3235b49cda9d932699f87d0 (of SolarModels_ICE2023_v1.2.zip)
# Terms:      Creative Commons Attribution 4.0 International (CC-BY-4.0).
# Modified:   columns extracted only -- radius [R_sun], log10_rho_g_per_cm3, hydrogen mass fraction X --
#             each value copied from the original as written; nothing recomputed or rounded.
#             Built by tools/build_solar_model_tables.py.
# density_column: log10_rho_g_per_cm3
#
# The original header follows, as the authors wrote it:
#
#    #     R_sun        mass_sun           L_sun            logR            logT            logP          logRho          Csound              dm           nu_pp          nu_pep          nu_hep          nu_7Be           nu_8B          nu_13N          nu_15O          nu_17F          log_ne              H1             He4             He3             C12             C13             N14             N15             O16             O17             O18              Ne              Na              Mg              Al              Si               P               S              Cl              Ar               K              Ca              Sc              Ti               V              Cr              Mn              Fe              Co              Ni
#
# r_over_r_sun  log10_rho_g_per_cm3  x_hydrogen
1.070e-01  1.91086e+00  5.57670e-01
1.075e-01  1.90901e+00  5.58819e-01
1.080e-01  1.90716e+00  5.59964e-01
1.085e-01  1.90531e+00  5.61105e-01
1.090e-01  1.90346e+00  5.62240e-01
1.095e-01  1.90160e+00  5.63371e-01
1.100e-01  1.89975e+00  5.64496e-01
1.105e-01  1.89789e+00  5.65617e-01
1.110e-01  1.89604e+00  5.66735e-01
1.115e-01  1.89418e+00  5.67846e-01
1.120e-01  1.89231e+00  5.68953e-01
1.125e-01  1.89045e+00  5.70055e-01
1.130e-01  1.88859e+00  5.71151e-01
1.135e-01  1.88672e+00  5.72243e-01
1.140e-01  1.88485e+00  5.73328e-01
1.145e-01  1.88299e+00  5.74411e-01
1.150e-01  1.88111e+00  5.75486e-01
1.155e-01  1.87925e+00  5.76557e-01
1.160e-01  1.87737e+00  5.77623e-01
1.165e-01  1.87550e+00  5.78684e-01
1.170e-01  1.87363e+00  5.79740e-01
1.175e-01  1.87176e+00  5.80790e-01
1.180e-01  1.86988e+00  5.81836e-01
1.185e-01  1.86799e+00  5.82877e-01
1.190e-01  1.86611e+00  5.83912e-01
1.195e-01  1.86423e+00  5.84941e-01
1.200e-01  1.86235e+00  5.85965e-01
1.205e-01  1.86047e+00  5.86985e-01
1.210e-01  1.85858e+00  5.87998e-01
1.215e-01  1.85669e+00  5.89006e-01
1.220e-01  1.85481e+00  5.90008e-01
1.225e-01  1.85292e+00  5.91005e-01
1.230e-01  1.85103e+00  5.91997e-01
1.235e-01  1.84914e+00  5.92984e-01
1.240e-01  1.84724e+00  5.93966e-01
1.245e-01  1.84535e+00  5.94940e-01
1.250e-01  1.84345e+00  5.95911e-01
1.255e-01  1.84156e+00  5.96875e-01
1.260e-01  1.83967e+00  5.97834e-01
1.265e-01  1.83777e+00  5.98788e-01
1.270e-01  1.83586e+00  5.99736e-01
1.275e-01  1.83396e+00  6.00679e-01
1.280e-01  1.83206e+00  6.01615e-01
1.285e-01  1.83016e+00  6.02546e-01
1.290e-01  1.82825e+00  6.03473e-01
1.295e-01  1.82634e+00  6.04393e-01
1.300e-01  1.82444e+00  6.05309e-01
1.305e-01  1.82253e+00  6.06218e-01
1.310e-01  1.82061e+00  6.07121e-01
1.315e-01  1.81870e+00  6.08020e-01
1.320e-01  1.81679e+00  6.08913e-01
1.325e-01  1.81487e+00  6.09800e-01
1.330e-01  1.81296e+00  6.10681e-01
1.335e-01  1.81104e+00  6.11556e-01
1.340e-01  1.80912e+00  6.12427e-01
1.345e-01  1.80721e+00  6.13292e-01
1.350e-01  1.80529e+00  6.14151e-01
1.355e-01  1.80336e+00  6.15005e-01
1.360e-01  1.80144e+00  6.15853e-01
1.365e-01  1.79951e+00  6.16696e-01
1.370e-01  1.79759e+00  6.17535e-01
1.375e-01  1.79566e+00  6.18366e-01
1.380e-01  1.79373e+00  6.19192e-01
1.385e-01  1.79180e+00  6.20013e-01
1.390e-01  1.78987e+00  6.20830e-01
1.395e-01  1.78795e+00  6.21638e-01
1.400e-01  1.78602e+00  6.22443e-01
1.405e-01  1.78408e+00  6.23243e-01
1.410e-01  1.78215e+00  6.24037e-01
1.415e-01  1.78021e+00  6.24824e-01
1.420e-01  1.77827e+00  6.25607e-01
1.425e-01  1.77634e+00  6.26385e-01
1.430e-01  1.77440e+00  6.27157e-01
1.435e-01  1.77245e+00  6.27925e-01
1.440e-01  1.77051e+00  6.28686e-01
1.445e-01  1.76856e+00  6.29443e-01
1.450e-01  1.76661e+00  6.30194e-01
1.455e-01  1.76467e+00  6.30939e-01
1.460e-01  1.76273e+00  6.31680e-01
1.465e-01  1.76078e+00  6.32415e-01
1.470e-01  1.75883e+00  6.33146e-01
1.475e-01  1.75687e+00  6.33871e-01
1.480e-01  1.75492e+00  6.34591e-01
1.485e-01  1.75296e+00  6.35307e-01
1.490e-01  1.75100e+00  6.36016e-01
1.495e-01  1.74904e+00  6.36720e-01
1.500e-01  1.74709e+00  6.37420e-01
1.505e-01  1.74513e+00  6.38114e-01
1.510e-01  1.74317e+00  6.38804e-01
1.515e-01  1.74120e+00  6.39488e-01
1.520e-01  1.73924e+00  6.40168e-01
1.525e-01  1.73727e+00  6.40843e-01
1.530e-01  1.73530e+00  6.41514e-01
1.535e-01  1.73333e+00  6.42178e-01
1.540e-01  1.73136e+00  6.42838e-01
1.545e-01  1.72939e+00  6.43493e-01
1.550e-01  1.72742e+00  6.44143e-01
1.555e-01  1.72544e+00  6.44788e-01
1.560e-01  1.72346e+00  6.45428e-01
1.565e-01  1.72148e+00  6.46064e-01
1.570e-01  1.71950e+00  6.46694e-01
1.575e-01  1.71752e+00  6.47319e-01
1.580e-01  1.71554e+00  6.47940e-01
1.585e-01  1.71355e+00  6.48556e-01
1.590e-01  1.71156e+00  6.49168e-01
1.595e-01  1.70957e+00  6.49775e-01
1.600e-01  1.70758e+00  6.50376e-01
1.605e-01  1.70560e+00  6.50973e-01
1.610e-01  1.70360e+00  6.51565e-01
1.615e-01  1.70160e+00  6.52151e-01
1.620e-01  1.69960e+00  6.52735e-01
1.625e-01  1.69760e+00  6.53312e-01
1.630e-01  1.69560e+00  6.53885e-01
1.635e-01  1.69360e+00  6.54454e-01
1.640e-01  1.69160e+00  6.55017e-01
1.645e-01  1.68960e+00  6.55575e-01
1.650e-01  1.68759e+00  6.56129e-01
1.655e-01  1.68559e+00  6.56679e-01
1.660e-01  1.68357e+00  6.57224e-01
1.665e-01  1.68156e+00  6.57764e-01
1.670e-01  1.67955e+00  6.58299e-01
1.675e-01  1.67753e+00  6.58830e-01
1.680e-01  1.67551e+00  6.59357e-01
1.685e-01  1.67350e+00  6.59878e-01
1.690e-01  1.67149e+00  6.60395e-01
1.695e-01  1.66946e+00  6.60908e-01
1.700e-01  1.66743e+00  6.61417e-01
1.705e-01  1.66541e+00  6.61920e-01
1.710e-01  1.66338e+00  6.62420e-01
1.715e-01  1.66135e+00  6.62913e-01
1.720e-01  1.65932e+00  6.63402e-01
1.725e-01  1.65729e+00  6.63888e-01
1.730e-01  1.65526e+00  6.64370e-01
1.735e-01  1.65322e+00  6.64848e-01
1.740e-01  1.65119e+00  6.65320e-01
1.745e-01  1.64915e+00  6.65788e-01
1.750e-01  1.64711e+00  6.66252e-01
1.755e-01  1.64507e+00  6.66712e-01
1.760e-01  1.64302e+00  6.67167e-01
1.765e-01  1.64098e+00  6.67618e-01
1.770e-01  1.63893e+00  6.68066e-01
1.775e-01  1.63688e+00  6.68509e-01
1.780e-01  1.63483e+00  6.68947e-01
1.785e-01  1.63278e+00  6.69382e-01
1.790e-01  1.63072e+00  6.69813e-01
1.795e-01  1.62866e+00  6.70240e-01
1.800e-01  1.62660e+00  6.70662e-01
1.805e-01  1.62455e+00  6.71080e-01
1.810e-01  1.62248e+00  6.71494e-01
1.815e-01  1.62042e+00  6.71905e-01
1.820e-01  1.61836e+00  6.72312e-01
1.825e-01  1.61630e+00  6.72715e-01
1.830e-01  1.61423e+00  6.73114e-01
1.835e-01  1.61215e+00  6.73509e-01
1.840e-01  1.61007e+00  6.73901e-01
1.845e-01  1.60800e+00  6.74288e-01
1.850e-01  1.60593e+00  6.74672e-01
1.855e-01  1.60385e+00  6.75052e-01
1.860e-01  1.60177e+00  6.75428e-01
1.865e-01  1.59969e+00  6.75801e-01
1.870e-01  1.59761e+00  6.76171e-01
1.875e-01  1.59552e+00  6.76537e-01
1.880e-01  1.59343e+00  6.76898e-01
1.885e-01  1.59134e+00  6.77257e-01
1.890e-01  1.58925e+00  6.77611e-01
1.895e-01  1.58716e+00  6.77963e-01
1.900e-01  1.58506e+00  6.78311e-01
1.905e-01  1.58297e+00  6.78656e-01
1.910e-01  1.58087e+00  6.78998e-01
1.915e-01  1.57877e+00  6.79336e-01
1.920e-01  1.57666e+00  6.79670e-01
1.925e-01  1.57456e+00  6.80002e-01
1.930e-01  1.57245e+00  6.80330e-01
1.935e-01  1.57035e+00  6.80655e-01
1.940e-01  1.56824e+00  6.80976e-01
1.945e-01  1.56613e+00  6.81294e-01
1.950e-01  1.56401e+00  6.81609e-01
1.955e-01  1.56189e+00  6.81921e-01
1.960e-01  1.55978e+00  6.82230e-01
1.965e-01  1.55766e+00  6.82536e-01
1.970e-01  1.55554e+00  6.82838e-01
1.975e-01  1.55342e+00  6.83138e-01
1.980e-01  1.55129e+00  6.83435e-01
1.985e-01  1.54916e+00  6.83729e-01
1.990e-01  1.54703e+00  6.84020e-01
1.995e-01  1.54490e+00  6.84308e-01
2.000e-01  1.54277e+00  6.84593e-01
2.005e-01  1.54063e+00  6.84875e-01
2.010e-01  1.53850e+00  6.85154e-01
2.015e-01  1.53636e+00  6.85430e-01
2.020e-01  1.53422e+00  6.85704e-01
2.025e-01  1.53208e+00  6.85974e-01
2.030e-01  1.52993e+00  6.86242e-01
2.035e-01  1.52778e+00  6.86507e-01
2.040e-01  1.52563e+00  6.86771e-01
2.045e-01  1.52348e+00  6.87031e-01
2.050e-01  1.52133e+00  6.87289e-01
2.055e-01  1.51917e+00  6.87543e-01
2.060e-01  1.51702e+00  6.87795e-01
2.065e-01  1.51486e+00  6.88044e-01
2.070e-01  1.51270e+00  6.88291e-01
2.075e-01  1.51054e+00  6.88535e-01
2.080e-01  1.50838e+00  6.88777e-01
2.085e-01  1.50621e+00  6.89016e-01
2.090e-01  1.50405e+00  6.89253e-01
2.095e-01  1.50188e+00  6.89487e-01
2.100e-01  1.49970e+00  6.89718e-01
2.105e-01  1.49753e+00  6.89948e-01
2.110e-01  1.49535e+00  6.90175e-01
2.115e-01  1.49317e+00  6.90400e-01
2.120e-01  1.49099e+00  6.90623e-01
2.125e-01  1.48881e+00  6.90843e-01
2.130e-01  1.48663e+00  6.91061e-01
2.135e-01  1.48444e+00  6.91276e-01
2.140e-01  1.48226e+00  6.91489e-01
2.145e-01  1.48007e+00  6.91700e-01
2.150e-01  1.47787e+00  6.91909e-01
2.155e-01  1.47568e+00  6.92116e-01
2.160e-01  1.47348e+00  6.92320e-01
2.165e-01  1.47129e+00  6.92522e-01
2.170e-01  1.46909e+00  6.92722e-01
2.175e-01  1.46689e+00  6.92920e-01
2.180e-01  1.46469e+00  6.93116e-01
2.185e-01  1.46248e+00  6.93309e-01
2.190e-01  1.46027e+00  6.93501e-01
2.195e-01  1.45807e+00  6.93690e-01
2.200e-01  1.45586e+00  6.93878e-01
2.205e-01  1.45365e+00  6.94064e-01
2.210e-01  1.45144e+00  6.94247e-01
2.215e-01  1.44922e+00  6.94429e-01
2.220e-01  1.44700e+00  6.94610e-01
2.225e-01  1.44478e+00  6.94788e-01
2.230e-01  1.44255e+00  6.94964e-01
2.235e-01  1.44033e+00  6.95139e-01
2.240e-01  1.43810e+00  6.95311e-01
2.245e-01  1.43588e+00  6.95481e-01
2.250e-01  1.43365e+00  6.95650e-01
2.255e-01  1.43142e+00  6.95816e-01
2.260e-01  1.42919e+00  6.95981e-01
2.265e-01  1.42696e+00  6.96144e-01
2.270e-01  1.42472e+00  6.96305e-01
2.275e-01  1.42248e+00  6.96465e-01
2.280e-01  1.42024e+00  6.96622e-01
2.285e-01  1.41800e+00  6.96778e-01
2.290e-01  1.41576e+00  6.96932e-01
2.295e-01  1.41351e+00  6.97085e-01
2.300e-01  1.41126e+00  6.97235e-01
2.305e-01  1.40901e+00  6.97384e-01
2.310e-01  1.40676e+00  6.97532e-01
2.315e-01  1.40451e+00  6.97677e-01
2.320e-01  1.40225e+00  6.97822e-01
2.325e-01  1.40000e+00  6.97964e-01
2.330e-01  1.39775e+00  6.98106e-01
2.335e-01  1.39549e+00  6.98245e-01
2.340e-01  1.39323e+00  6.98384e-01
2.345e-01  1.39097e+00  6.98521e-01
2.350e-01  1.38871e+00  6.98656e-01
2.355e-01  1.38644e+00  6.98789e-01
2.360e-01  1.38417e+00  6.98921e-01
2.365e-01  1.38190e+00  6.99051e-01
2.370e-01  1.37963e+00  6.99179e-01
2.375e-01  1.37736e+00  6.99305e-01
2.380e-01  1.37508e+00  6.99431e-01
2.385e-01  1.37280e+00  6.99555e-01
2.390e-01  1.37052e+00  6.99678e-01
2.395e-01  1.36824e+00  6.99800e-01
2.400e-01  1.36596e+00  6.99921e-01
2.405e-01  1.36368e+00  7.00040e-01
2.410e-01  1.36139e+00  7.00158e-01
2.415e-01  1.35911e+00  7.00275e-01
2.420e-01  1.35682e+00  7.00390e-01
2.425e-01  1.35453e+00  7.00504e-01
2.430e-01  1.35224e+00  7.00616e-01
2.435e-01  1.34995e+00  7.00726e-01
2.440e-01  1.34765e+00  7.00835e-01
2.445e-01  1.34535e+00  7.00943e-01
2.450e-01  1.34306e+00  7.01050e-01
2.455e-01  1.34076e+00  7.01155e-01
