# Magnus solar model B16-GS98
#
# Reference:  N. Vinyoles, A. M. Serenelli, F. L. Villante, S. Basu, J. Bergström, M. C. Gonzalez-Garcia, M. Maltoni, C. Peña-Garay and N. Song, "A new generation of standard solar models", ApJ 835, 202 (2017), doi:10.3847/1538-4357/835/2/202, arXiv:1611.09867
# Source:     https://web.archive.org/web/20220701130350/https://www.ice.csic.es/personal/aldos/Solar_Data_files/struct_b16_gs98.dat
# Original:   struct_b16_gs98.dat
# Retrieved:  2022-07-01 capture, from http://www.ice.csic.es/personal/aldos/Solar_Data.html (offline since at least 2026; the Internet Archive holds it)
# SHA-256:    ac9a1bdfd72699bd3d702d90b95ad853618b563475e072c9748a9e7e375f3f33 (of struct_b16_gs98.dat)
# Terms:      No terms stated on the authors' page; cite Vinyoles et al. (2017).
# Modified:   columns extracted only -- radius [R_sun], rho_g_per_cm3, hydrogen mass fraction X --
#             each value copied from the original as written; nothing recomputed or rounded.
#             Built by tools/build_solar_model_tables.py.
# density_column: rho_g_per_cm3
#
# The original header follows, as the authors wrote it:
#
#   # B16: A new Generation of Standard Solar Models
#   # arxiv:1611.09867
#   #
#   # Structure and detailed composition of the GS98 model
#   # Mass, radius and luminosity are normalized
#   # T, rho, P in cgs
#   # Abundances in mass fraction
#   #
#   #  Mass     Radius     Temp      Rho       Pres       Lumi      H1       He4      He3       C12       C13       N14        N15      O16       O17       O18        Ne        Na       Mg         Al        Si         P       S         Cl        Ar        K         Ca        Sc         Ti        V         Cr        Mn        Fe        Co        Ni
#
# r_over_r_sun  rho_g_per_cm3  x_hydrogen
0.20350  3.378e+01  0.68664
0.20400  3.361e+01  0.68690
0.20450  3.344e+01  0.68716
0.20500  3.328e+01  0.68742
0.20550  3.311e+01  0.68767
0.20600  3.295e+01  0.68792
0.20650  3.278e+01  0.68817
0.20700  3.262e+01  0.68842
0.20750  3.246e+01  0.68866
0.20800  3.230e+01  0.68890
0.20850  3.213e+01  0.68914
0.20900  3.197e+01  0.68938
0.20950  3.181e+01  0.68961
0.21000  3.166e+01  0.68984
0.21050  3.150e+01  0.69007
0.21100  3.134e+01  0.69030
0.21150  3.118e+01  0.69053
0.21200  3.103e+01  0.69075
0.21250  3.087e+01  0.69097
0.21300  3.071e+01  0.69118
0.21350  3.056e+01  0.69140
0.21400  3.041e+01  0.69161
0.21450  3.025e+01  0.69182
0.21500  3.010e+01  0.69203
0.21550  2.995e+01  0.69223
0.21600  2.980e+01  0.69244
0.21650  2.965e+01  0.69264
0.21700  2.950e+01  0.69284
0.21750  2.935e+01  0.69304
0.21800  2.920e+01  0.69324
0.21850  2.905e+01  0.69343
0.21900  2.890e+01  0.69362
0.21950  2.876e+01  0.69381
0.22000  2.861e+01  0.69400
0.22050  2.846e+01  0.69418
0.22100  2.832e+01  0.69437
0.22150  2.817e+01  0.69455
0.22200  2.803e+01  0.69473
0.22250  2.789e+01  0.69490
0.22300  2.774e+01  0.69508
0.22350  2.760e+01  0.69525
0.22400  2.746e+01  0.69542
0.22450  2.732e+01  0.69559
0.22500  2.718e+01  0.69577
0.22550  2.704e+01  0.69593
0.22600  2.690e+01  0.69610
0.22650  2.676e+01  0.69626
0.22700  2.663e+01  0.69642
0.22750  2.649e+01  0.69658
0.22800  2.635e+01  0.69674
0.22850  2.622e+01  0.69689
0.22900  2.608e+01  0.69705
0.22950  2.595e+01  0.69720
0.23000  2.581e+01  0.69735
0.23050  2.568e+01  0.69750
0.23100  2.554e+01  0.69765
0.23150  2.541e+01  0.69779
0.23200  2.528e+01  0.69794
0.23250  2.515e+01  0.69808
0.23300  2.502e+01  0.69822
0.23350  2.489e+01  0.69836
0.23400  2.476e+01  0.69850
0.23450  2.463e+01  0.69864
0.23500  2.450e+01  0.69877
0.23550  2.437e+01  0.69891
0.23600  2.425e+01  0.69904
0.23650  2.412e+01  0.69917
0.23700  2.399e+01  0.69929
0.23750  2.387e+01  0.69942
0.23800  2.374e+01  0.69955
0.23850  2.362e+01  0.69967
0.23900  2.349e+01  0.69979
0.23950  2.337e+01  0.69992
0.24000  2.325e+01  0.70004
0.24050  2.313e+01  0.70016
0.24100  2.300e+01  0.70028
0.24150  2.288e+01  0.70039
0.24200  2.276e+01  0.70051
0.24250  2.264e+01  0.70062
0.24300  2.252e+01  0.70073
0.24350  2.240e+01  0.70085
0.24400  2.229e+01  0.70095
0.24450  2.217e+01  0.70106
0.24500  2.205e+01  0.70117
0.24550  2.193e+01  0.70127
0.24600  2.182e+01  0.70138
0.24650  2.170e+01  0.70148
0.24700  2.159e+01  0.70159
0.24750  2.147e+01  0.70169
0.24800  2.136e+01  0.70179
0.24850  2.125e+01  0.70188
0.24900  2.113e+01  0.70198
0.24950  2.102e+01  0.70208
0.25000  2.091e+01  0.70217
0.25050  2.080e+01  0.70227
0.25100  2.069e+01  0.70236
0.25150  2.058e+01  0.70245
0.25200  2.047e+01  0.70254
0.25250  2.036e+01  0.70263
0.25300  2.025e+01  0.70272
0.25350  2.014e+01  0.70281
0.25400  2.003e+01  0.70290
0.25450  1.992e+01  0.70298
0.25500  1.982e+01  0.70306
0.25550  1.971e+01  0.70315
0.25600  1.961e+01  0.70323
0.25650  1.950e+01  0.70331
0.25700  1.940e+01  0.70339
0.25750  1.929e+01  0.70347
0.25800  1.919e+01  0.70355
0.25850  1.908e+01  0.70363
0.25900  1.898e+01  0.70370
0.25950  1.888e+01  0.70378
0.26000  1.878e+01  0.70385
0.26050  1.868e+01  0.70393
0.26100  1.858e+01  0.70400
0.26150  1.848e+01  0.70407
0.26200  1.838e+01  0.70415
0.26250  1.828e+01  0.70422
0.26300  1.818e+01  0.70429
0.26350  1.808e+01  0.70436
0.26400  1.798e+01  0.70443
0.26450  1.788e+01  0.70449
0.26500  1.779e+01  0.70456
0.26550  1.769e+01  0.70463
0.26600  1.759e+01  0.70470
0.26650  1.750e+01  0.70476
0.26700  1.740e+01  0.70482
0.26750  1.731e+01  0.70488
0.26800  1.721e+01  0.70495
0.26850  1.712e+01  0.70501
0.26900  1.703e+01  0.70507
0.26950  1.694e+01  0.70514
0.27000  1.684e+01  0.70520
0.27050  1.675e+01  0.70526
0.27100  1.666e+01  0.70532
0.27150  1.657e+01  0.70538
0.27200  1.648e+01  0.70544
0.27250  1.639e+01  0.70550
0.27300  1.630e+01  0.70556
0.27350  1.621e+01  0.70562
0.27400  1.612e+01  0.70568
0.27450  1.603e+01  0.70574
0.27500  1.594e+01  0.70580
0.27550  1.586e+01  0.70586
0.27600  1.577e+01  0.70591
0.27650  1.568e+01  0.70597
0.27700  1.560e+01  0.70603
0.27750  1.551e+01  0.70609
0.27800  1.543e+01  0.70614
0.27850  1.534e+01  0.70620
0.27900  1.526e+01  0.70626
0.27950  1.517e+01  0.70632
0.28000  1.509e+01  0.70637
0.28050  1.501e+01  0.70643
0.28100  1.492e+01  0.70649
0.28150  1.484e+01  0.70654
0.28200  1.476e+01  0.70660
0.28250  1.468e+01  0.70666
0.28300  1.460e+01  0.70671
0.28350  1.452e+01  0.70677
0.28400  1.444e+01  0.70682
0.28450  1.436e+01  0.70688
0.28500  1.428e+01  0.70693
0.28550  1.420e+01  0.70699
0.28600  1.412e+01  0.70704
0.28650  1.404e+01  0.70710
0.28700  1.396e+01  0.70715
0.28750  1.389e+01  0.70721
0.28800  1.381e+01  0.70726
0.28850  1.373e+01  0.70732
0.28900  1.366e+01  0.70737
0.28950  1.358e+01  0.70743
0.29000  1.351e+01  0.70748
0.29050  1.343e+01  0.70754
0.29100  1.336e+01  0.70759
0.29150  1.328e+01  0.70765
0.29200  1.321e+01  0.70770
0.29250  1.313e+01  0.70775
0.29300  1.306e+01  0.70781
0.29350  1.299e+01  0.70786
0.29400  1.292e+01  0.70791
0.29450  1.284e+01  0.70796
0.29500  1.277e+01  0.70802
0.29550  1.270e+01  0.70807
0.29600  1.263e+01  0.70812
0.29650  1.256e+01  0.70817
0.29700  1.249e+01  0.70822
0.29750  1.242e+01  0.70827
0.29800  1.235e+01  0.70832
0.29850  1.228e+01  0.70837
0.29900  1.221e+01  0.70842
0.29950  1.215e+01  0.70847
0.30000  1.208e+01  0.70852
0.30050  1.201e+01  0.70856
0.30100  1.194e+01  0.70861
0.30150  1.188e+01  0.70866
0.30200  1.181e+01  0.70870
0.30250  1.174e+01  0.70875
0.30300  1.168e+01  0.70880
0.30350  1.161e+01  0.70884
0.30400  1.155e+01  0.70889
0.30450  1.148e+01  0.70894
0.30500  1.142e+01  0.70898
0.30550  1.136e+01  0.70903
0.30600  1.129e+01  0.70908
0.30650  1.123e+01  0.70912
0.30700  1.117e+01  0.70917
0.30750  1.110e+01  0.70921
0.30800  1.104e+01  0.70926
0.30850  1.098e+01  0.70930
0.30900  1.092e+01  0.70934
0.30950  1.086e+01  0.70939
0.31000  1.080e+01  0.70943
0.31050  1.073e+01  0.70947
0.31100  1.067e+01  0.70952
0.31150  1.061e+01  0.70956
0.31200  1.055e+01  0.70960
0.31250  1.050e+01  0.70964
0.31300  1.044e+01  0.70968
0.31350  1.038e+01  0.70972
0.31400  1.032e+01  0.70977
0.31450  1.026e+01  0.70981
0.31500  1.020e+01  0.70985
0.31550  1.015e+01  0.70989
0.31600  1.009e+01  0.70993
0.31650  1.003e+01  0.70997
0.31700  9.977e+00  0.71001
