# Magnus solar model B23-AAG21
#
# Reference:  Y. Herrera and A. Serenelli, "Standard Solar Models B23 / SF-III", Zenodo, v1.2 (2023), doi:10.5281/zenodo.10822316; solar composition Asplund et al. (2021), A&A 653, A141
# Source:     https://zenodo.org/records/10822316/files/SolarModels_ICE2023_v1.2.zip
# Original:   SolarModels/struct+nu_SF3_AAG21.dat
# Retrieved:  2026-09-23
# SHA-256:    382037d76ed35c9b50a4094d3ada3c90284af025c3235b49cda9d932699f87d0 (of SolarModels_ICE2023_v1.2.zip)
# Terms:      Creative Commons Attribution 4.0 International (CC-BY-4.0).
# Modified:   columns extracted only -- radius [R_sun], log10_rho_g_per_cm3, hydrogen mass fraction X --
#             each value copied from the original as written; nothing recomputed or rounded.
#             Built by tools/build_solar_model_tables.py.
# density_column: log10_rho_g_per_cm3
#
# The original header follows, as the authors wrote it:
#
#    #     R_sun        mass_sun           L_sun            logR            logT            logP          logRho          Csound              dm           nu_pp          nu_pep          nu_hep          nu_7Be           nu_8B          nu_13N          nu_15O          nu_17F          log_ne              H1             He4             He3             C12             C13             N14             N15             O16             O17             O18              Ne              Na              Mg              Al              Si               P               S              Cl              Ar               K              Ca              Sc              Ti               V              Cr              Mn              Fe              Co              Ni
#
# r_over_r_sun  log10_rho_g_per_cm3  x_hydrogen
1.590e-01  1.71249e+00  6.60471e-01
1.595e-01  1.71052e+00  6.61079e-01
1.600e-01  1.70854e+00  6.61682e-01
1.605e-01  1.70656e+00  6.62281e-01
1.610e-01  1.70457e+00  6.62875e-01
1.615e-01  1.70259e+00  6.63463e-01
1.620e-01  1.70061e+00  6.64047e-01
1.625e-01  1.69862e+00  6.64627e-01
1.630e-01  1.69663e+00  6.65202e-01
1.635e-01  1.69464e+00  6.65771e-01
1.640e-01  1.69265e+00  6.66335e-01
1.645e-01  1.69066e+00  6.66895e-01
1.650e-01  1.68866e+00  6.67450e-01
1.655e-01  1.68667e+00  6.68001e-01
1.660e-01  1.68466e+00  6.68548e-01
1.665e-01  1.68266e+00  6.69089e-01
1.670e-01  1.68067e+00  6.69625e-01
1.675e-01  1.67867e+00  6.70156e-01
1.680e-01  1.67666e+00  6.70683e-01
1.685e-01  1.67465e+00  6.71205e-01
1.690e-01  1.67265e+00  6.71723e-01
1.695e-01  1.67063e+00  6.72236e-01
1.700e-01  1.66862e+00  6.72745e-01
1.705e-01  1.66660e+00  6.73249e-01
1.710e-01  1.66458e+00  6.73750e-01
1.715e-01  1.66257e+00  6.74245e-01
1.720e-01  1.66055e+00  6.74736e-01
1.725e-01  1.65854e+00  6.75222e-01
1.730e-01  1.65651e+00  6.75703e-01
1.735e-01  1.65448e+00  6.76181e-01
1.740e-01  1.65245e+00  6.76655e-01
1.745e-01  1.65042e+00  6.77124e-01
1.750e-01  1.64840e+00  6.77588e-01
1.755e-01  1.64637e+00  6.78047e-01
1.760e-01  1.64434e+00  6.78503e-01
1.765e-01  1.64230e+00  6.78955e-01
1.770e-01  1.64026e+00  6.79403e-01
1.775e-01  1.63822e+00  6.79847e-01
1.780e-01  1.63618e+00  6.80286e-01
1.785e-01  1.63414e+00  6.80720e-01
1.790e-01  1.63209e+00  6.81151e-01
1.795e-01  1.63005e+00  6.81578e-01
1.800e-01  1.62800e+00  6.82001e-01
1.805e-01  1.62595e+00  6.82420e-01
1.810e-01  1.62390e+00  6.82835e-01
1.815e-01  1.62185e+00  6.83247e-01
1.820e-01  1.61979e+00  6.83654e-01
1.825e-01  1.61773e+00  6.84056e-01
1.830e-01  1.61567e+00  6.84455e-01
1.835e-01  1.61361e+00  6.84851e-01
1.840e-01  1.61155e+00  6.85243e-01
1.845e-01  1.60949e+00  6.85630e-01
1.850e-01  1.60742e+00  6.86014e-01
1.855e-01  1.60535e+00  6.86395e-01
1.860e-01  1.60328e+00  6.86772e-01
1.865e-01  1.60121e+00  6.87146e-01
1.870e-01  1.59913e+00  6.87515e-01
1.875e-01  1.59706e+00  6.87881e-01
1.880e-01  1.59497e+00  6.88244e-01
1.885e-01  1.59289e+00  6.88602e-01
1.890e-01  1.59081e+00  6.88958e-01
1.895e-01  1.58873e+00  6.89309e-01
1.900e-01  1.58665e+00  6.89657e-01
1.905e-01  1.58456e+00  6.90003e-01
1.910e-01  1.58247e+00  6.90345e-01
1.915e-01  1.58038e+00  6.90683e-01
1.920e-01  1.57828e+00  6.91017e-01
1.925e-01  1.57618e+00  6.91349e-01
1.930e-01  1.57409e+00  6.91677e-01
1.935e-01  1.57199e+00  6.92002e-01
1.940e-01  1.56988e+00  6.92324e-01
1.945e-01  1.56778e+00  6.92642e-01
1.950e-01  1.56568e+00  6.92958e-01
1.955e-01  1.56357e+00  6.93270e-01
1.960e-01  1.56146e+00  6.93579e-01
1.965e-01  1.55935e+00  6.93885e-01
1.970e-01  1.55723e+00  6.94188e-01
1.975e-01  1.55512e+00  6.94488e-01
1.980e-01  1.55300e+00  6.94784e-01
1.985e-01  1.55088e+00  6.95078e-01
1.990e-01  1.54876e+00  6.95369e-01
1.995e-01  1.54664e+00  6.95657e-01
2.000e-01  1.54451e+00  6.95942e-01
2.005e-01  1.54239e+00  6.96224e-01
2.010e-01  1.54026e+00  6.96503e-01
2.015e-01  1.53812e+00  6.96780e-01
2.020e-01  1.53599e+00  6.97053e-01
2.025e-01  1.53385e+00  6.97324e-01
2.030e-01  1.53172e+00  6.97592e-01
2.035e-01  1.52958e+00  6.97857e-01
2.040e-01  1.52743e+00  6.98120e-01
2.045e-01  1.52529e+00  6.98380e-01
2.050e-01  1.52315e+00  6.98637e-01
2.055e-01  1.52100e+00  6.98891e-01
2.060e-01  1.51885e+00  6.99143e-01
2.065e-01  1.51670e+00  6.99392e-01
2.070e-01  1.51454e+00  6.99638e-01
2.075e-01  1.51239e+00  6.99882e-01
2.080e-01  1.51023e+00  7.00123e-01
2.085e-01  1.50807e+00  7.00362e-01
2.090e-01  1.50591e+00  7.00599e-01
2.095e-01  1.50375e+00  7.00833e-01
2.100e-01  1.50158e+00  7.01064e-01
2.105e-01  1.49942e+00  7.01294e-01
2.110e-01  1.49725e+00  7.01520e-01
2.115e-01  1.49508e+00  7.01745e-01
2.120e-01  1.49290e+00  7.01968e-01
2.125e-01  1.49072e+00  7.02188e-01
2.130e-01  1.48854e+00  7.02405e-01
2.135e-01  1.48636e+00  7.02620e-01
2.140e-01  1.48418e+00  7.02833e-01
2.145e-01  1.48200e+00  7.03044e-01
2.150e-01  1.47982e+00  7.03252e-01
2.155e-01  1.47764e+00  7.03458e-01
2.160e-01  1.47545e+00  7.03661e-01
2.165e-01  1.47326e+00  7.03862e-01
2.170e-01  1.47106e+00  7.04061e-01
