# Magnus solar model B23-MB22p
#
# Reference:  Y. Herrera and A. Serenelli, "Standard Solar Models B23 / SF-III", Zenodo, v1.2 (2023), doi:10.5281/zenodo.10822316; solar composition Magg et al. (2022), A&A 661, A140 (photospheric)
# Source:     https://zenodo.org/records/10822316/files/SolarModels_ICE2023_v1.2.zip
# Original:   SolarModels/struct+nu_SF3_MB22p.dat
# Retrieved:  2026-09-23
# SHA-256:    382037d76ed35c9b50a4094d3ada3c90284af025c3235b49cda9d932699f87d0 (of SolarModels_ICE2023_v1.2.zip)
# Terms:      Creative Commons Attribution 4.0 International (CC-BY-4.0).
# Modified:   columns extracted only -- radius [R_sun], log10_rho_g_per_cm3, hydrogen mass fraction X --
#             each value copied from the original as written; nothing recomputed or rounded.
#             Built by tools/build_solar_model_tables.py.
# density_column: log10_rho_g_per_cm3
#
# The original header follows, as the authors wrote it:
#
#    #     R_sun        mass_sun           L_sun            logR            logT            logP          logRho          Csound              dm           nu_pp          nu_pep          nu_hep          nu_7Be           nu_8B          nu_13N          nu_15O          nu_17F          log_ne              H1             He4             He3             C12             C13             N14             N15             O16             O17             O18              Ne              Na              Mg              Al              Si               P               S              Cl              Ar               K              Ca              Sc              Ti               V              Cr              Mn              Fe              Co              Ni
#
# r_over_r_sun  log10_rho_g_per_cm3  x_hydrogen
1.260e-01  1.83959e+00  5.97244e-01
1.265e-01  1.83769e+00  5.98198e-01
1.270e-01  1.83578e+00  5.99147e-01
1.275e-01  1.83388e+00  6.00090e-01
1.280e-01  1.83198e+00  6.01027e-01
1.285e-01  1.83007e+00  6.01959e-01
1.290e-01  1.82816e+00  6.02885e-01
1.295e-01  1.82626e+00  6.03805e-01
1.300e-01  1.82436e+00  6.04721e-01
1.305e-01  1.82244e+00  6.05631e-01
1.310e-01  1.82053e+00  6.06534e-01
1.315e-01  1.81862e+00  6.07432e-01
1.320e-01  1.81671e+00  6.08325e-01
1.325e-01  1.81480e+00  6.09213e-01
1.330e-01  1.81288e+00  6.10095e-01
1.335e-01  1.81097e+00  6.10971e-01
1.340e-01  1.80905e+00  6.11842e-01
1.345e-01  1.80713e+00  6.12708e-01
1.350e-01  1.80521e+00  6.13566e-01
1.355e-01  1.80329e+00  6.14421e-01
1.360e-01  1.80137e+00  6.15271e-01
1.365e-01  1.79945e+00  6.16113e-01
1.370e-01  1.79752e+00  6.16950e-01
1.375e-01  1.79560e+00  6.17782e-01
1.380e-01  1.79366e+00  6.18610e-01
1.385e-01  1.79174e+00  6.19431e-01
1.390e-01  1.78981e+00  6.20247e-01
1.395e-01  1.78788e+00  6.21058e-01
1.400e-01  1.78594e+00  6.21862e-01
1.405e-01  1.78401e+00  6.22661e-01
1.410e-01  1.78208e+00  6.23454e-01
1.415e-01  1.78015e+00  6.24243e-01
1.420e-01  1.77821e+00  6.25026e-01
1.425e-01  1.77627e+00  6.25804e-01
1.430e-01  1.77433e+00  6.26578e-01
1.435e-01  1.77239e+00  6.27345e-01
1.440e-01  1.77044e+00  6.28107e-01
1.445e-01  1.76850e+00  6.28864e-01
1.450e-01  1.76656e+00  6.29616e-01
1.455e-01  1.76461e+00  6.30363e-01
1.460e-01  1.76267e+00  6.31103e-01
1.465e-01  1.76071e+00  6.31839e-01
1.470e-01  1.75877e+00  6.32569e-01
1.475e-01  1.75681e+00  6.33296e-01
1.480e-01  1.75486e+00  6.34017e-01
1.485e-01  1.75291e+00  6.34731e-01
1.490e-01  1.75095e+00  6.35441e-01
1.495e-01  1.74899e+00  6.36147e-01
1.500e-01  1.74703e+00  6.36848e-01
1.505e-01  1.74507e+00  6.37543e-01
1.510e-01  1.74311e+00  6.38232e-01
1.515e-01  1.74115e+00  6.38918e-01
1.520e-01  1.73918e+00  6.39598e-01
1.525e-01  1.73721e+00  6.40273e-01
1.530e-01  1.73524e+00  6.40943e-01
1.535e-01  1.73328e+00  6.41609e-01
1.540e-01  1.73131e+00  6.42269e-01
1.545e-01  1.72934e+00  6.42926e-01
1.550e-01  1.72736e+00  6.43576e-01
1.555e-01  1.72539e+00  6.44220e-01
1.560e-01  1.72341e+00  6.44861e-01
1.565e-01  1.72143e+00  6.45498e-01
1.570e-01  1.71946e+00  6.46129e-01
1.575e-01  1.71747e+00  6.46755e-01
1.580e-01  1.71549e+00  6.47378e-01
1.585e-01  1.71350e+00  6.47993e-01
1.590e-01  1.71151e+00  6.48605e-01
1.595e-01  1.70952e+00  6.49212e-01
1.600e-01  1.70753e+00  6.49815e-01
1.605e-01  1.70554e+00  6.50411e-01
1.610e-01  1.70355e+00  6.51003e-01
1.615e-01  1.70156e+00  6.51591e-01
1.620e-01  1.69956e+00  6.52175e-01
1.625e-01  1.69756e+00  6.52753e-01
1.630e-01  1.69555e+00  6.53327e-01
1.635e-01  1.69355e+00  6.53895e-01
1.640e-01  1.69155e+00  6.54459e-01
1.645e-01  1.68955e+00  6.55018e-01
1.650e-01  1.68755e+00  6.55573e-01
1.655e-01  1.68554e+00  6.56122e-01
1.660e-01  1.68353e+00  6.56668e-01
1.665e-01  1.68151e+00  6.57208e-01
1.670e-01  1.67950e+00  6.57745e-01
1.675e-01  1.67748e+00  6.58276e-01
1.680e-01  1.67547e+00  6.58803e-01
1.685e-01  1.67345e+00  6.59324e-01
1.690e-01  1.67143e+00  6.59841e-01
1.695e-01  1.66940e+00  6.60354e-01
1.700e-01  1.66738e+00  6.60862e-01
1.705e-01  1.66536e+00  6.61366e-01
1.710e-01  1.66334e+00  6.61865e-01
1.715e-01  1.66131e+00  6.62361e-01
1.720e-01  1.65928e+00  6.62851e-01
1.725e-01  1.65724e+00  6.63337e-01
1.730e-01  1.65520e+00  6.63818e-01
1.735e-01  1.65317e+00  6.64296e-01
1.740e-01  1.65114e+00  6.64769e-01
1.745e-01  1.64910e+00  6.65237e-01
1.750e-01  1.64705e+00  6.65700e-01
1.755e-01  1.64501e+00  6.66160e-01
1.760e-01  1.64297e+00  6.66616e-01
1.765e-01  1.64093e+00  6.67067e-01
1.770e-01  1.63888e+00  6.67514e-01
1.775e-01  1.63683e+00  6.67956e-01
1.780e-01  1.63478e+00  6.68395e-01
1.785e-01  1.63272e+00  6.68830e-01
1.790e-01  1.63067e+00  6.69261e-01
1.795e-01  1.62861e+00  6.69687e-01
1.800e-01  1.62655e+00  6.70110e-01
1.805e-01  1.62449e+00  6.70528e-01
1.810e-01  1.62243e+00  6.70943e-01
1.815e-01  1.62036e+00  6.71354e-01
1.820e-01  1.61830e+00  6.71760e-01
1.825e-01  1.61624e+00  6.72164e-01
1.830e-01  1.61417e+00  6.72563e-01
1.835e-01  1.61209e+00  6.72958e-01
1.840e-01  1.61002e+00  6.73349e-01
1.845e-01  1.60795e+00  6.73736e-01
1.850e-01  1.60587e+00  6.74120e-01
1.855e-01  1.60379e+00  6.74500e-01
1.860e-01  1.60171e+00  6.74877e-01
1.865e-01  1.59963e+00  6.75250e-01
1.870e-01  1.59754e+00  6.75619e-01
1.875e-01  1.59546e+00  6.75985e-01
1.880e-01  1.59338e+00  6.76347e-01
1.885e-01  1.59128e+00  6.76705e-01
1.890e-01  1.58919e+00  6.77060e-01
1.895e-01  1.58710e+00  6.77411e-01
1.900e-01  1.58500e+00  6.77760e-01
1.905e-01  1.58290e+00  6.78105e-01
1.910e-01  1.58080e+00  6.78446e-01
1.915e-01  1.57870e+00  6.78784e-01
1.920e-01  1.57660e+00  6.79119e-01
1.925e-01  1.57450e+00  6.79451e-01
1.930e-01  1.57239e+00  6.79779e-01
1.935e-01  1.57028e+00  6.80104e-01
1.940e-01  1.56817e+00  6.80426e-01
1.945e-01  1.56605e+00  6.80744e-01
1.950e-01  1.56394e+00  6.81059e-01
1.955e-01  1.56182e+00  6.81370e-01
1.960e-01  1.55971e+00  6.81679e-01
1.965e-01  1.55759e+00  6.81985e-01
1.970e-01  1.55547e+00  6.82288e-01
1.975e-01  1.55334e+00  6.82588e-01
1.980e-01  1.55121e+00  6.82885e-01
1.985e-01  1.54909e+00  6.83179e-01
1.990e-01  1.54696e+00  6.83470e-01
1.995e-01  1.54483e+00  6.83758e-01
2.000e-01  1.54270e+00  6.84043e-01
2.005e-01  1.54056e+00  6.84326e-01
2.010e-01  1.53842e+00  6.84606e-01
2.015e-01  1.53628e+00  6.84882e-01
2.020e-01  1.53414e+00  6.85155e-01
2.025e-01  1.53200e+00  6.85426e-01
2.030e-01  1.52986e+00  6.85694e-01
2.035e-01  1.52771e+00  6.85960e-01
2.040e-01  1.52556e+00  6.86222e-01
2.045e-01  1.52341e+00  6.86482e-01
2.050e-01  1.52126e+00  6.86740e-01
2.055e-01  1.51910e+00  6.86994e-01
2.060e-01  1.51694e+00  6.87247e-01
2.065e-01  1.51478e+00  6.87497e-01
2.070e-01  1.51262e+00  6.87743e-01
2.075e-01  1.51047e+00  6.87988e-01
2.080e-01  1.50830e+00  6.88230e-01
2.085e-01  1.50614e+00  6.88470e-01
2.090e-01  1.50397e+00  6.88707e-01
2.095e-01  1.50179e+00  6.88942e-01
2.100e-01  1.49962e+00  6.89174e-01
2.105e-01  1.49745e+00  6.89403e-01
2.110e-01  1.49528e+00  6.89631e-01
2.115e-01  1.49310e+00  6.89855e-01
2.120e-01  1.49092e+00  6.90078e-01
2.125e-01  1.48873e+00  6.90299e-01
2.130e-01  1.48655e+00  6.90517e-01
2.135e-01  1.48436e+00  6.90732e-01
2.140e-01  1.48218e+00  6.90945e-01
2.145e-01  1.47999e+00  6.91156e-01
2.150e-01  1.47780e+00  6.91365e-01
2.155e-01  1.47561e+00  6.91571e-01
2.160e-01  1.47342e+00  6.91776e-01
