# Magnus solar model B23-C11
#
# Reference:  Y. Herrera and A. Serenelli, "Standard Solar Models B23 / SF-III", Zenodo, v1.2 (2023), doi:10.5281/zenodo.10822316; solar composition Caffau et al. (2011), Sol. Phys., 268, 255
# Source:     https://zenodo.org/records/10822316/files/SolarModels_ICE2023_v1.2.zip
# Original:   SolarModels/struct+nu_SF3_C11.dat
# Retrieved:  2026-09-23
# SHA-256:    382037d76ed35c9b50a4094d3ada3c90284af025c3235b49cda9d932699f87d0 (of SolarModels_ICE2023_v1.2.zip)
# Terms:      Creative Commons Attribution 4.0 International (CC-BY-4.0).
# Modified:   columns extracted only -- radius [R_sun], log10_rho_g_per_cm3, hydrogen mass fraction X --
#             each value copied from the original as written; nothing recomputed or rounded.
#             Built by tools/build_solar_model_tables.py.
# density_column: log10_rho_g_per_cm3
#
# The original header follows, as the authors wrote it:
#
#    #     R_sun        mass_sun           L_sun            logR            logT            logP          logRho          Csound              dm           nu_pp          nu_pep          nu_hep          nu_7Be           nu_8B          nu_13N          nu_15O          nu_17F          log_ne              H1             He4             He3             C12             C13             N14             N15             O16             O17             O18              Ne              Na              Mg              Al              Si               P               S              Cl              Ar               K              Ca              Sc              Ti               V              Cr              Mn              Fe              Co              Ni
#
# r_over_r_sun  log10_rho_g_per_cm3  x_hydrogen
1.285e-01  1.83020e+00  6.10289e-01
1.290e-01  1.82830e+00  6.11217e-01
1.295e-01  1.82641e+00  6.12139e-01
1.300e-01  1.82451e+00  6.13055e-01
1.305e-01  1.82261e+00  6.13967e-01
1.310e-01  1.82071e+00  6.14872e-01
1.315e-01  1.81880e+00  6.15774e-01
1.320e-01  1.81690e+00  6.16670e-01
1.325e-01  1.81500e+00  6.17558e-01
1.330e-01  1.81309e+00  6.18441e-01
1.335e-01  1.81117e+00  6.19321e-01
1.340e-01  1.80927e+00  6.20193e-01
1.345e-01  1.80736e+00  6.21060e-01
1.350e-01  1.80544e+00  6.21923e-01
1.355e-01  1.80353e+00  6.22779e-01
1.360e-01  1.80162e+00  6.23628e-01
1.365e-01  1.79971e+00  6.24473e-01
1.370e-01  1.79779e+00  6.25314e-01
1.375e-01  1.79587e+00  6.26148e-01
1.380e-01  1.79396e+00  6.26976e-01
1.385e-01  1.79203e+00  6.27799e-01
1.390e-01  1.79011e+00  6.28616e-01
1.395e-01  1.78819e+00  6.29428e-01
1.400e-01  1.78626e+00  6.30235e-01
1.405e-01  1.78434e+00  6.31036e-01
1.410e-01  1.78242e+00  6.31832e-01
1.415e-01  1.78048e+00  6.32623e-01
1.420e-01  1.77855e+00  6.33409e-01
1.425e-01  1.77662e+00  6.34188e-01
1.430e-01  1.77470e+00  6.34961e-01
1.435e-01  1.77276e+00  6.35732e-01
1.440e-01  1.77083e+00  6.36496e-01
1.445e-01  1.76889e+00  6.37254e-01
1.450e-01  1.76695e+00  6.38007e-01
1.455e-01  1.76502e+00  6.38755e-01
1.460e-01  1.76308e+00  6.39498e-01
1.465e-01  1.76113e+00  6.40236e-01
1.470e-01  1.75919e+00  6.40968e-01
1.475e-01  1.75725e+00  6.41696e-01
1.480e-01  1.75530e+00  6.42418e-01
1.485e-01  1.75336e+00  6.43135e-01
1.490e-01  1.75141e+00  6.43847e-01
1.495e-01  1.74945e+00  6.44555e-01
1.500e-01  1.74750e+00  6.45256e-01
1.505e-01  1.74555e+00  6.45952e-01
1.510e-01  1.74360e+00  6.46643e-01
1.515e-01  1.74164e+00  6.47330e-01
1.520e-01  1.73968e+00  6.48012e-01
1.525e-01  1.73772e+00  6.48689e-01
1.530e-01  1.73576e+00  6.49361e-01
1.535e-01  1.73381e+00  6.50027e-01
1.540e-01  1.73184e+00  6.50689e-01
1.545e-01  1.72988e+00  6.51346e-01
1.550e-01  1.72791e+00  6.51997e-01
1.555e-01  1.72594e+00  6.52644e-01
1.560e-01  1.72396e+00  6.53286e-01
1.565e-01  1.72200e+00  6.53923e-01
1.570e-01  1.72002e+00  6.54555e-01
1.575e-01  1.71805e+00  6.55181e-01
1.580e-01  1.71607e+00  6.55804e-01
1.585e-01  1.71409e+00  6.56422e-01
1.590e-01  1.71212e+00  6.57034e-01
1.595e-01  1.71013e+00  6.57641e-01
1.600e-01  1.70816e+00  6.58244e-01
1.605e-01  1.70617e+00  6.58843e-01
1.610e-01  1.70418e+00  6.59436e-01
1.615e-01  1.70219e+00  6.60025e-01
1.620e-01  1.70020e+00  6.60608e-01
1.625e-01  1.69821e+00  6.61186e-01
1.630e-01  1.69622e+00  6.61760e-01
1.635e-01  1.69423e+00  6.62329e-01
1.640e-01  1.69223e+00  6.62894e-01
1.645e-01  1.69023e+00  6.63454e-01
1.650e-01  1.68823e+00  6.64008e-01
1.655e-01  1.68623e+00  6.64558e-01
1.660e-01  1.68423e+00  6.65104e-01
1.665e-01  1.68222e+00  6.65644e-01
1.670e-01  1.68022e+00  6.66181e-01
1.675e-01  1.67821e+00  6.66713e-01
1.680e-01  1.67620e+00  6.67239e-01
1.685e-01  1.67419e+00  6.67761e-01
1.690e-01  1.67217e+00  6.68279e-01
1.695e-01  1.67017e+00  6.68792e-01
1.700e-01  1.66815e+00  6.69300e-01
1.705e-01  1.66613e+00  6.69804e-01
1.710e-01  1.66411e+00  6.70304e-01
1.715e-01  1.66209e+00  6.70799e-01
1.720e-01  1.66006e+00  6.71290e-01
1.725e-01  1.65804e+00  6.71776e-01
1.730e-01  1.65601e+00  6.72257e-01
1.735e-01  1.65398e+00  6.72734e-01
1.740e-01  1.65195e+00  6.73208e-01
1.745e-01  1.64992e+00  6.73676e-01
1.750e-01  1.64789e+00  6.74140e-01
1.755e-01  1.64586e+00  6.74601e-01
1.760e-01  1.64382e+00  6.75056e-01
1.765e-01  1.64178e+00  6.75508e-01
1.770e-01  1.63974e+00  6.75955e-01
1.775e-01  1.63770e+00  6.76398e-01
1.780e-01  1.63565e+00  6.76838e-01
1.785e-01  1.63361e+00  6.77273e-01
1.790e-01  1.63156e+00  6.77703e-01
1.795e-01  1.62951e+00  6.78130e-01
1.800e-01  1.62746e+00  6.78552e-01
1.805e-01  1.62541e+00  6.78971e-01
1.810e-01  1.62335e+00  6.79386e-01
1.815e-01  1.62129e+00  6.79797e-01
1.820e-01  1.61923e+00  6.80204e-01
1.825e-01  1.61717e+00  6.80607e-01
1.830e-01  1.61511e+00  6.81006e-01
1.835e-01  1.61304e+00  6.81402e-01
1.840e-01  1.61098e+00  6.81793e-01
1.845e-01  1.60891e+00  6.82181e-01
1.850e-01  1.60684e+00  6.82565e-01
1.855e-01  1.60477e+00  6.82946e-01
1.860e-01  1.60270e+00  6.83323e-01
1.865e-01  1.60062e+00  6.83696e-01
1.870e-01  1.59854e+00  6.84065e-01
1.875e-01  1.59646e+00  6.84431e-01
1.880e-01  1.59438e+00  6.84793e-01
1.885e-01  1.59230e+00  6.85152e-01
1.890e-01  1.59021e+00  6.85507e-01
1.895e-01  1.58813e+00  6.85859e-01
1.900e-01  1.58604e+00  6.86207e-01
1.905e-01  1.58394e+00  6.86552e-01
1.910e-01  1.58185e+00  6.86893e-01
1.915e-01  1.57976e+00  6.87232e-01
1.920e-01  1.57766e+00  6.87567e-01
1.925e-01  1.57557e+00  6.87899e-01
1.930e-01  1.57346e+00  6.88227e-01
1.935e-01  1.57136e+00  6.88552e-01
1.940e-01  1.56926e+00  6.88873e-01
1.945e-01  1.56715e+00  6.89191e-01
1.950e-01  1.56504e+00  6.89507e-01
1.955e-01  1.56293e+00  6.89819e-01
1.960e-01  1.56082e+00  6.90129e-01
1.965e-01  1.55871e+00  6.90435e-01
1.970e-01  1.55660e+00  6.90737e-01
1.975e-01  1.55447e+00  6.91038e-01
1.980e-01  1.55235e+00  6.91335e-01
1.985e-01  1.55023e+00  6.91629e-01
1.990e-01  1.54811e+00  6.91920e-01
1.995e-01  1.54598e+00  6.92208e-01
2.000e-01  1.54386e+00  6.92493e-01
2.005e-01  1.54172e+00  6.92775e-01
2.010e-01  1.53959e+00  6.93055e-01
2.015e-01  1.53746e+00  6.93332e-01
2.020e-01  1.53533e+00  6.93605e-01
2.025e-01  1.53319e+00  6.93876e-01
2.030e-01  1.53105e+00  6.94143e-01
2.035e-01  1.52891e+00  6.94409e-01
2.040e-01  1.52676e+00  6.94671e-01
2.045e-01  1.52462e+00  6.94931e-01
2.050e-01  1.52247e+00  6.95189e-01
2.055e-01  1.52032e+00  6.95444e-01
2.060e-01  1.51817e+00  6.95696e-01
2.065e-01  1.51602e+00  6.95946e-01
2.070e-01  1.51387e+00  6.96192e-01
2.075e-01  1.51171e+00  6.96437e-01
2.080e-01  1.50955e+00  6.96679e-01
2.085e-01  1.50739e+00  6.96918e-01
2.090e-01  1.50523e+00  6.97154e-01
2.095e-01  1.50306e+00  6.97388e-01
2.100e-01  1.50089e+00  6.97620e-01
2.105e-01  1.49872e+00  6.97850e-01
2.110e-01  1.49655e+00  6.98078e-01
2.115e-01  1.49438e+00  6.98302e-01
2.120e-01  1.49220e+00  6.98524e-01
2.125e-01  1.49003e+00  6.98744e-01
2.130e-01  1.48785e+00  6.98961e-01
2.135e-01  1.48567e+00  6.99176e-01
2.140e-01  1.48349e+00  6.99389e-01
2.145e-01  1.48131e+00  6.99599e-01
2.150e-01  1.47912e+00  6.99807e-01
2.155e-01  1.47693e+00  7.00013e-01
2.160e-01  1.47474e+00  7.00217e-01
2.165e-01  1.47255e+00  7.00419e-01
2.170e-01  1.47035e+00  7.00619e-01
2.175e-01  1.46815e+00  7.00817e-01
2.180e-01  1.46596e+00  7.01013e-01
2.185e-01  1.46376e+00  7.01206e-01
2.190e-01  1.46156e+00  7.01398e-01
2.195e-01  1.45935e+00  7.01587e-01
2.200e-01  1.45715e+00  7.01774e-01
2.205e-01  1.45494e+00  7.01959e-01
2.210e-01  1.45273e+00  7.02142e-01
2.215e-01  1.45052e+00  7.02323e-01
2.220e-01  1.44831e+00  7.02502e-01
2.225e-01  1.44609e+00  7.02679e-01
2.230e-01  1.44387e+00  7.02854e-01
2.235e-01  1.44165e+00  7.03027e-01
2.240e-01  1.43943e+00  7.03199e-01
2.245e-01  1.43721e+00  7.03368e-01
2.250e-01  1.43499e+00  7.03536e-01
2.255e-01  1.43276e+00  7.03703e-01
2.260e-01  1.43053e+00  7.03868e-01
2.265e-01  1.42830e+00  7.04031e-01
2.270e-01  1.42607e+00  7.04192e-01
2.275e-01  1.42383e+00  7.04351e-01
2.280e-01  1.42160e+00  7.04508e-01
2.285e-01  1.41936e+00  7.04663e-01
2.290e-01  1.41712e+00  7.04817e-01
2.295e-01  1.41488e+00  7.04968e-01
2.300e-01  1.41264e+00  7.05118e-01
2.305e-01  1.41040e+00  7.05266e-01
2.310e-01  1.40815e+00  7.05413e-01
2.315e-01  1.40590e+00  7.05558e-01
