# Magnus solar model BP04
#
# Reference:  J. N. Bahcall and M. H. Pinsonneault, "What do we (not) know theoretically about solar neutrino fluxes?", Phys. Rev. Lett. 92, 121301 (2004), doi:10.1103/PhysRevLett.92.121301, astro-ph/0402114
# Source:     https://www.sns.ias.edu/~jnb/SNdata/Export/BP2004/bp2004stdmodel.dat
# Original:   bp2004stdmodel.dat
# Retrieved:  2026-09-23
# SHA-256:    91916dea000579d0982fba8ee2d4ef599e0e5603413de6975e5994a9d4ac245a (of bp2004stdmodel.dat)
# Terms:      "The files accessible here are available for general use. I would appreciate a note at your convenience telling me how you are using them." (J. N. Bahcall, https://www.sns.ias.edu/~jnb/SNdata/sndata.html)
# Modified:   columns extracted only -- radius [R_sun], rho_g_per_cm3, hydrogen mass fraction X --
#             each value copied from the original as written; nothing recomputed or rounded.
#             Built by tools/build_solar_model_tables.py.
# density_column: rho_g_per_cm3
#
# The original header follows, as the authors wrote it:
#
#   Standard Solar Model (BP2004)
#
#   astro-ph/0402114
#
#   Columns in the Standard Model table (below) represent:
#
#   1)  Mass fraction in units of the solar mass
#   2)  Radius of the zone in units of one solar radius
#   3)  Temperature in units of deg (K)
#   4)  Density in units of g/cm^3
#   5)  Pressure in units of dyn/cm^2
#   6)  Luminosity fraction in units of the solar luminosity
#   7)  X(^1H): the hydrogen mass fraction
#   8)  X(^4He): the helium 4 mass fraction
#   9)  X(^3He): the helium 3 mass fraction
#   10) X(^12C): the carbon 12 mass fraction
#   11) X(^14N): the nitrogen 14 mass fraction
#   12) X(^16O): the oxygen 16 mass fraction
#
#   The Table begins here.
#
#
#     M/Msun    R/Rsun      T         Rho        P        L/Lsun      X        Y        He3      C12       N14       O16
#
# r_over_r_sun  rho_g_per_cm3  x_hydrogen
0.06204  1.185e+02  0.44016
0.06244  1.182e+02  0.44120
0.06283  1.179e+02  0.44225
0.06322  1.175e+02  0.44329
0.06362  1.172e+02  0.44433
0.06401  1.169e+02  0.44538
0.06440  1.165e+02  0.44642
0.06479  1.162e+02  0.44747
0.06519  1.159e+02  0.44851
0.06558  1.155e+02  0.44956
0.06597  1.152e+02  0.45060
0.06636  1.149e+02  0.45165
0.06675  1.145e+02  0.45270
0.06714  1.142e+02  0.45374
0.06753  1.139e+02  0.45479
0.06792  1.135e+02  0.45583
0.06831  1.132e+02  0.45688
0.06870  1.129e+02  0.45792
0.06909  1.125e+02  0.45897
0.06948  1.122e+02  0.46001
0.06987  1.119e+02  0.46106
0.07025  1.115e+02  0.46210
0.07064  1.112e+02  0.46315
0.07103  1.109e+02  0.46419
0.07142  1.106e+02  0.46523
0.07180  1.102e+02  0.46628
0.07219  1.099e+02  0.46732
0.07258  1.096e+02  0.46836
0.07296  1.092e+02  0.46940
0.07335  1.089e+02  0.47044
0.07374  1.086e+02  0.47148
0.07412  1.083e+02  0.47252
0.07451  1.079e+02  0.47356
0.07490  1.076e+02  0.47460
0.07528  1.073e+02  0.47564
0.07567  1.070e+02  0.47667
0.07605  1.067e+02  0.47771
0.07644  1.063e+02  0.47875
0.07682  1.060e+02  0.47978
0.07721  1.057e+02  0.48082
0.07759  1.054e+02  0.48185
0.07798  1.050e+02  0.48288
0.07836  1.047e+02  0.48391
0.07875  1.044e+02  0.48494
0.07913  1.041e+02  0.48597
0.07952  1.038e+02  0.48700
0.07990  1.035e+02  0.48803
0.08029  1.031e+02  0.48906
0.08067  1.028e+02  0.49009
0.08106  1.025e+02  0.49111
0.08144  1.022e+02  0.49214
0.08183  1.019e+02  0.49316
0.08221  1.016e+02  0.49419
0.08259  1.012e+02  0.49521
0.08298  1.009e+02  0.49623
0.08336  1.006e+02  0.49725
0.08375  1.003e+02  0.49827
0.08413  9.999e+01  0.49929
0.08452  9.967e+01  0.50030
0.08490  9.936e+01  0.50132
0.08529  9.905e+01  0.50233
0.08567  9.874e+01  0.50335
0.08606  9.843e+01  0.50436
0.08645  9.812e+01  0.50537
0.08683  9.781e+01  0.50638
0.08722  9.750e+01  0.50739
0.08760  9.719e+01  0.50840
0.08799  9.689e+01  0.50941
0.08838  9.658e+01  0.51042
0.08876  9.627e+01  0.51142
0.08915  9.596e+01  0.51242
0.08954  9.566e+01  0.51343
0.08993  9.535e+01  0.51443
0.09031  9.505e+01  0.51543
0.09070  9.474e+01  0.51643
0.09109  9.444e+01  0.51743
0.09148  9.413e+01  0.51842
0.09187  9.383e+01  0.51942
0.09226  9.353e+01  0.52041
0.09264  9.322e+01  0.52141
0.09303  9.292e+01  0.52240
0.09342  9.262e+01  0.52339
0.09381  9.232e+01  0.52438
0.09421  9.202e+01  0.52537
0.09460  9.172e+01  0.52636
0.09499  9.142e+01  0.52734
0.09538  9.112e+01  0.52833
0.09577  9.082e+01  0.52931
0.09616  9.052e+01  0.53029
0.09656  9.022e+01  0.53127
0.09695  8.992e+01  0.53225
0.09735  8.962e+01  0.53323
0.09774  8.933e+01  0.53421
0.09813  8.903e+01  0.53518
0.09853  8.873e+01  0.53616
0.09893  8.844e+01  0.53713
0.09932  8.814e+01  0.53810
0.09972  8.784e+01  0.53908
0.10012  8.755e+01  0.54004
0.10052  8.725e+01  0.54101
0.10091  8.696e+01  0.54198
0.10131  8.666e+01  0.54294
0.10171  8.637e+01  0.54391
0.10211  8.608e+01  0.54487
0.10251  8.578e+01  0.54583
0.10292  8.549e+01  0.54679
0.10332  8.520e+01  0.54775
0.10372  8.490e+01  0.54871
0.10413  8.461e+01  0.54966
0.10453  8.432e+01  0.55062
0.10493  8.403e+01  0.55157
0.10534  8.374e+01  0.55252
0.10575  8.344e+01  0.55347
0.10615  8.315e+01  0.55442
0.10656  8.286e+01  0.55537
0.10697  8.257e+01  0.55632
0.10738  8.228e+01  0.55726
0.10779  8.199e+01  0.55821
0.10820  8.170e+01  0.55915
0.10861  8.141e+01  0.56009
0.10903  8.112e+01  0.56103
0.10944  8.084e+01  0.56197
0.10985  8.055e+01  0.56290
0.11027  8.026e+01  0.56384
0.11069  7.997e+01  0.56477
0.11110  7.968e+01  0.56570
0.11152  7.939e+01  0.56663
0.11194  7.911e+01  0.56756
0.11236  7.882e+01  0.56849
0.11278  7.853e+01  0.56942
0.11321  7.824e+01  0.57034
0.11363  7.796e+01  0.57127
0.11405  7.767e+01  0.57219
0.11448  7.738e+01  0.57311
0.11490  7.710e+01  0.57403
0.11533  7.681e+01  0.57494
0.11576  7.652e+01  0.57586
0.11619  7.624e+01  0.57678
0.11662  7.595e+01  0.57769
0.11705  7.567e+01  0.57860
0.11749  7.538e+01  0.57951
0.11792  7.510e+01  0.58042
0.11835  7.481e+01  0.58133
0.11879  7.452e+01  0.58223
0.11923  7.424e+01  0.58313
0.11967  7.395e+01  0.58404
0.12011  7.367e+01  0.58494
0.12055  7.338e+01  0.58584
0.12099  7.310e+01  0.58673
0.12144  7.281e+01  0.58763
0.12188  7.253e+01  0.58853
0.12233  7.224e+01  0.58942
0.12278  7.196e+01  0.59031
0.12323  7.168e+01  0.59120
0.12368  7.139e+01  0.59209
0.12414  7.111e+01  0.59297
0.12459  7.082e+01  0.59386
0.12505  7.054e+01  0.59474
0.12550  7.025e+01  0.59562
0.12596  6.997e+01  0.59650
0.12642  6.968e+01  0.59738
0.12689  6.940e+01  0.59826
0.12735  6.911e+01  0.59913
0.12782  6.883e+01  0.60001
0.12828  6.854e+01  0.60088
0.12875  6.826e+01  0.60175
0.12922  6.798e+01  0.60262
0.12970  6.769e+01  0.60348
0.13017  6.741e+01  0.60435
0.13065  6.712e+01  0.60521
0.13112  6.684e+01  0.60607
0.13160  6.655e+01  0.60693
0.13209  6.627e+01  0.60779
0.13257  6.598e+01  0.60864
0.13306  6.570e+01  0.60950
0.13354  6.541e+01  0.61035
0.13403  6.513e+01  0.61120
0.13452  6.484e+01  0.61205
0.13502  6.455e+01  0.61289
0.13551  6.427e+01  0.61374
0.13601  6.398e+01  0.61458
0.13651  6.370e+01  0.61542
0.13701  6.341e+01  0.61626
0.13752  6.312e+01  0.61709
0.13802  6.284e+01  0.61793
0.13853  6.255e+01  0.61876
0.13904  6.226e+01  0.61959
0.13956  6.198e+01  0.62042
0.14007  6.169e+01  0.62125
0.14059  6.140e+01  0.62207
0.14111  6.111e+01  0.62289
0.14163  6.083e+01  0.62371
0.14216  6.054e+01  0.62453
0.14269  6.025e+01  0.62535
0.14322  5.996e+01  0.62616
0.14375  5.967e+01  0.62697
0.14428  5.939e+01  0.62778
0.14482  5.910e+01  0.62859
0.14536  5.881e+01  0.62940
0.14591  5.852e+01  0.63020
0.14645  5.823e+01  0.63100
0.14700  5.794e+01  0.63180
0.14755  5.765e+01  0.63259
0.14811  5.736e+01  0.63339
0.14867  5.707e+01  0.63418
0.14923  5.678e+01  0.63497
0.14979  5.648e+01  0.63576
0.15036  5.619e+01  0.63654
0.15093  5.590e+01  0.63732
0.15150  5.561e+01  0.63810
0.15207  5.532e+01  0.63888
0.15265  5.502e+01  0.63966
0.15323  5.473e+01  0.64043
0.15382  5.444e+01  0.64120
0.15441  5.414e+01  0.64197
0.15500  5.385e+01  0.64273
0.15559  5.355e+01  0.64349
0.15619  5.326e+01  0.64425
0.15680  5.296e+01  0.64501
0.15740  5.267e+01  0.64577
0.15801  5.237e+01  0.64652
0.15862  5.208e+01  0.64727
0.15924  5.178e+01  0.64802
0.15986  5.148e+01  0.64876
0.16048  5.119e+01  0.64950
0.16111  5.089e+01  0.65024
0.16174  5.059e+01  0.65098
0.16238  5.029e+01  0.65171
0.16302  4.999e+01  0.65244
0.16366  4.969e+01  0.65317
0.16431  4.939e+01  0.65389
0.16496  4.909e+01  0.65461
0.16562  4.879e+01  0.65533
0.16628  4.849e+01  0.65604
0.16694  4.819e+01  0.65676
0.16761  4.789e+01  0.65746
0.16829  4.759e+01  0.65817
0.16896  4.728e+01  0.65887
0.16965  4.698e+01  0.65957
0.17034  4.668e+01  0.66026
0.17103  4.637e+01  0.66095
0.17173  4.607e+01  0.66164
0.17243  4.576e+01  0.66232
0.17313  4.546e+01  0.66300
0.17385  4.515e+01  0.66368
0.17456  4.484e+01  0.66435
0.17529  4.454e+01  0.66501
0.17601  4.423e+01  0.66568
0.17675  4.392e+01  0.66634
0.17748  4.361e+01  0.66699
0.17823  4.331e+01  0.66764
0.17898  4.300e+01  0.66829
0.17973  4.269e+01  0.66893
0.18049  4.238e+01  0.66957
0.18126  4.207e+01  0.67020
0.18203  4.176e+01  0.67083
0.18280  4.145e+01  0.67145
0.18359  4.113e+01  0.67207
0.18438  4.082e+01  0.67268
0.18517  4.051e+01  0.67329
0.18597  4.020e+01  0.67390
0.18678  3.988e+01  0.67450
0.18759  3.957e+01  0.67509
0.18841  3.926e+01  0.67568
0.18923  3.894e+01  0.67627
0.19007  3.863e+01  0.67685
0.19090  3.832e+01  0.67742
0.19175  3.800e+01  0.67799
0.19260  3.769e+01  0.67855
0.19345  3.737e+01  0.67911
0.19432  3.706e+01  0.67966
0.19519  3.674e+01  0.68021
0.19606  3.642e+01  0.68076
0.19695  3.611e+01  0.68129
0.19784  3.579e+01  0.68182
0.19873  3.548e+01  0.68235
0.19964  3.516e+01  0.68287
0.20055  3.485e+01  0.68338
0.20146  3.453e+01  0.68389
0.20239  3.421e+01  0.68440
0.20332  3.390e+01  0.68489
0.20425  3.358e+01  0.68539
0.20520  3.327e+01  0.68587
0.20615  3.295e+01  0.68635
0.20711  3.264e+01  0.68683
0.20807  3.232e+01  0.68729
0.20905  3.201e+01  0.68776
0.21002  3.169e+01  0.68821
0.21101  3.138e+01  0.68866
0.21200  3.106e+01  0.68911
0.21300  3.075e+01  0.68954
0.21401  3.044e+01  0.68997
0.21503  3.012e+01  0.69040
0.21605  2.981e+01  0.69082
0.21708  2.950e+01  0.69123
0.21811  2.919e+01  0.69164
0.21916  2.888e+01  0.69204
0.22021  2.857e+01  0.69244
0.22126  2.826e+01  0.69282
0.22233  2.795e+01  0.69321
0.22340  2.765e+01  0.69358
0.22447  2.734e+01  0.69395
0.22556  2.704e+01  0.69431
0.22665  2.673e+01  0.69467
0.22775  2.643e+01  0.69502
0.22885  2.613e+01  0.69537
0.22997  2.583e+01  0.69570
0.23108  2.553e+01  0.69604
0.23221  2.523e+01  0.69636
0.23334  2.493e+01  0.69668
0.23448  2.463e+01  0.69699
0.23563  2.434e+01  0.69730
0.23678  2.405e+01  0.69760
0.23793  2.375e+01  0.69790
0.23910  2.346e+01  0.69819
0.24027  2.318e+01  0.69847
0.24145  2.289e+01  0.69874
0.24263  2.260e+01  0.69901
0.24382  2.232e+01  0.69928
0.24501  2.204e+01  0.69954
0.24621  2.176e+01  0.69979
0.24742  2.148e+01  0.70004
0.24863  2.120e+01  0.70028
0.24985  2.093e+01  0.70051
0.25107  2.065e+01  0.70074
0.25230  2.038e+01  0.70096
0.25354  2.011e+01  0.70118
0.25478  1.985e+01  0.70139
0.25602  1.958e+01  0.70160
0.25727  1.932e+01  0.70180
0.25853  1.906e+01  0.70200
0.25979  1.880e+01  0.70219
0.26106  1.854e+01  0.70238
0.26233  1.829e+01  0.70256
0.26361  1.803e+01  0.70274
0.26489  1.778e+01  0.70292
0.26618  1.753e+01  0.70308
0.26747  1.729e+01  0.70325
0.26877  1.704e+01  0.70341
0.27008  1.680e+01  0.70357
0.27139  1.656e+01  0.70373
0.27270  1.632e+01  0.70388
0.27402  1.609e+01  0.70403
0.27535  1.586e+01  0.70418
0.27668  1.562e+01  0.70433
0.27802  1.539e+01  0.70448
0.27937  1.517e+01  0.70463
0.28072  1.494e+01  0.70478
0.28207  1.472e+01  0.70492
0.28343  1.450e+01  0.70507
0.28479  1.428e+01  0.70522
0.28616  1.407e+01  0.70536
0.28754  1.385e+01  0.70551
0.28892  1.364e+01  0.70565
0.29030  1.343e+01  0.70580
0.29169  1.323e+01  0.70595
0.29308  1.302e+01  0.70609
0.29447  1.282e+01  0.70623
0.29587  1.262e+01  0.70637
0.29727  1.242e+01  0.70652
0.29868  1.223e+01  0.70666
0.30009  1.204e+01  0.70679
0.30150  1.185e+01  0.70693
0.30291  1.166e+01  0.70706
0.30433  1.148e+01  0.70720
0.30575  1.130e+01  0.70733
0.30718  1.112e+01  0.70746
0.30860  1.094e+01  0.70758
0.31003  1.077e+01  0.70771
0.31146  1.059e+01  0.70783
0.31290  1.042e+01  0.70795
0.31434  1.026e+01  0.70807
0.31578  1.009e+01  0.70819
0.31722  9.928e+00  0.70830
0.31866  9.767e+00  0.70841
0.32011  9.609e+00  0.70852
0.32156  9.453e+00  0.70863
0.32302  9.299e+00  0.70874
0.32447  9.147e+00  0.70884
0.32593  8.998e+00  0.70894
0.32739  8.851e+00  0.70904
0.32885  8.706e+00  0.70914
0.33032  8.563e+00  0.70924
0.33179  8.422e+00  0.70933
0.33326  8.283e+00  0.70942
0.33473  8.146e+00  0.70951
0.33620  8.012e+00  0.70960
0.33768  7.879e+00  0.70969
0.33916  7.748e+00  0.70978
0.34065  7.620e+00  0.70986
0.34213  7.493e+00  0.70995
0.34362  7.368e+00  0.71003
0.34511  7.245e+00  0.71011
0.34660  7.124e+00  0.71019
0.34810  7.005e+00  0.71027
0.34960  6.888e+00  0.71035
0.35110  6.772e+00  0.71042
0.35260  6.658e+00  0.71050
0.35410  6.546e+00  0.71057
0.35561  6.436e+00  0.71065
0.35712  6.327e+00  0.71072
0.35864  6.221e+00  0.71079
0.36015  6.115e+00  0.71086
0.36167  6.012e+00  0.71093
0.36319  5.910e+00  0.71100
0.36472  5.809e+00  0.71106
0.36624  5.711e+00  0.71113
0.36777  5.614e+00  0.71120
0.36930  5.518e+00  0.71126
0.37084  5.424e+00  0.71132
0.37237  5.331e+00  0.71139
0.37391  5.240e+00  0.71145
0.37545  5.150e+00  0.71151
0.37700  5.062e+00  0.71157
0.37855  4.975e+00  0.71163
0.38010  4.890e+00  0.71170
0.38165  4.806e+00  0.71175
0.38320  4.723e+00  0.71181
0.38476  4.642e+00  0.71187
0.38632  4.562e+00  0.71193
0.38789  4.483e+00  0.71199
0.38945  4.406e+00  0.71204
0.39102  4.330e+00  0.71210
0.39259  4.255e+00  0.71216
0.39417  4.181e+00  0.71221
0.39574  4.108e+00  0.71227
0.39732  4.037e+00  0.71232
0.39891  3.967e+00  0.71238
0.40049  3.898e+00  0.71243
0.40208  3.830e+00  0.71248
0.40367  3.764e+00  0.71254
0.40526  3.698e+00  0.71259
0.40686  3.634e+00  0.71264
0.40846  3.570e+00  0.71270
0.41006  3.508e+00  0.71275
0.41167  3.447e+00  0.71280
0.41327  3.386e+00  0.71285
0.41489  3.327e+00  0.71290
0.41650  3.269e+00  0.71295
0.41812  3.211e+00  0.71300
0.41974  3.155e+00  0.71305
0.42136  3.100e+00  0.71310
0.42298  3.045e+00  0.71315
0.42461  2.992e+00  0.71320
0.42624  2.939e+00  0.71325
0.42788  2.887e+00  0.71330
0.42951  2.836e+00  0.71335
0.43115  2.786e+00  0.71340
0.43279  2.737e+00  0.71345
0.43444  2.689e+00  0.71349
0.43609  2.642e+00  0.71354
0.43774  2.595e+00  0.71359
0.43939  2.549e+00  0.71364
0.44105  2.504e+00  0.71369
0.44271  2.460e+00  0.71373
0.44438  2.416e+00  0.71378
0.44604  2.373e+00  0.71383
0.44771  2.331e+00  0.71387
0.44938  2.290e+00  0.71392
0.45106  2.249e+00  0.71397
0.45274  2.209e+00  0.71401
0.45442  2.170e+00  0.71406
0.45610  2.131e+00  0.71411
0.45779  2.093e+00  0.71415
0.45948  2.056e+00  0.71420
0.46117  2.020e+00  0.71425
0.46287  1.984e+00  0.71429
0.46457  1.948e+00  0.71434
0.46627  1.914e+00  0.71438
0.46798  1.880e+00  0.71443
0.46968  1.846e+00  0.71448
0.47140  1.813e+00  0.71452
0.47311  1.781e+00  0.71457
0.47483  1.749e+00  0.71461
0.47655  1.718e+00  0.71466
0.47827  1.687e+00  0.71470
0.48000  1.657e+00  0.71475
0.48173  1.627e+00  0.71479
0.48346  1.598e+00  0.71484
